'Lamaran';'Buluga';'Flugechse';'Echsen';'Hochebenen, Hügel und Steilküsten';'k.A.';'Bestiarium, S.73'
'Lamaran';'Buluga';'Flughörnchen';'k.A.';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Flußlöwe';'Säugetiere';'größere Flüsse im Süden';'k.A.';'Heisses Land Buluga, S.82'
'Lamaran';'Buluga';'Flußpferd';'Dickhäuter';'Flüsse und Seen';'k.A.';'Bestiarium, S.53'
'Lamaran';'Buluga';'Gazelle';'Antilopen & Gazellen';'Steppen, Savannen, Gebirge in warmen Ländern';'k.A.';'Bestiarium, S.40'
'Lamaran';'Buluga';'Gecko';'Echsen';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Geier';'Greifvögel';'Gebirge, Savannen, Wüstenränder';'k.A.';'Bestiarium, S.130'
'Lamaran';'Buluga';'Geisterhirten';'Geisterwesen';'Dogon-Berge';'k.A.';'Heisses Land Buluga, S.87'
'Lamaran';'Buluga';'Gigant';'Naturgeister';'Gebirge';'k.A.';'Bestiarium, S.233'
'Lamaran';'Buluga';'Gladiatorspinne';'Spinnentiere';'Wälder, Buschland, Sümpfe';'k.A.';'Bestiarium, S.285'
'Lamaran';'Buluga';'Glastermitenschwarm';'Insekten';'Tsetsengi nördlich des großen Grabens';'k.A.';'Heisses Land Buluga, S.82'
'Lamaran';'Buluga';'Gnu';'Antilopen & Gazellen';'Steppen, Savannen';'k.A.';'Bestiarium, S.41'
'Lamaran';'Buluga';'Goldkopfschlange';'Schlangen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Götteranruferin';'k.A.';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Grasschlange';'Schlangen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Harpye';'Halbmenschen';'k.A.';'k.A.';'Bestiarium, S.139'
'Lamaran';'Buluga';'Haubenadler';'Greifvögel';'lichte Wälder';'k.A.';'Bestiarium, S.127'
'Lamaran';'Buluga';'Hauskatze';'Katzen';'in der Nähe menschlicher Siedlungen';'k.A.';'Bestiarium, S.168'
'Lamaran';'Buluga';'Heeresameise';'Insekten';'k.A.';'k.A.';'Bestiarium, S.160'
'Lamaran';'Buluga';'Helmkasuar';'Vögel';'Regenwälder';'k.A.';'Heisses Land Buluga, S.82'
'Lamaran';'Buluga';'Heuschrecke';'Insekten';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Hippogriff';'Fabelrösser';'Savannen, Gebirge';'k.A.';'Bestiarium, S.93'
'Lamaran';'Buluga';'Hirsch';'Hirsche';'lichte Wälder';'z.B. Edelhirsch';'Bestiarium, S.145'
'Lamaran';'Buluga';'Hochrabe';'Rabenvögel';'Gebirge, Felslandschaften';'menschl. Intelligenz, können sprechen';'Bestiarium, S.250'
'Lamaran';'Buluga';'Höhlenbär';'Bären';'Gebirge und felsige Hochländer';'k.A.';'Bestiarium, S.44'
'Lamaran';'Buluga';'Honigdachs';'Marderartige';'Hügel und Berge';'k.A.';'Bestiarium, S.192'
'Lamaran';'Buluga';'Hornisse';'Insekten';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Hornviper';'Schlangen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Hornwurm';'Würmer';'in großer Tiefe unter der Erde';'k.A.';'Bestiarium, S.364'
'Lamaran';'Buluga';'Hund';'Hunde';'k.A.';'z.B. Jagd-, Kriegs-, Meute-, Wach- oder Lagerhunde';'Bestiarium, S.146'
'Lamaran';'Buluga';'Hyäne';'Wölfe';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Hyänenmensch';'Tiermenschen';'k.A.';'k.A.';'Heisses Land Buluga, S.87'
'Lamaran';'Buluga';'Hydra';'Schlangenartige';'Sümpfe und feuchtwarme Gegenden';'k.A.';'Bestiarium, S.271'
'Lamaran';'Buluga';'Hydraegel';'Würmer';'Feuchtgebiete';'k.A.';'Bestiarium, S.365'
'Lamaran';'Buluga';'Imgulla';'Schweine';'Wälder';'auch "Warzenschwein" genannt';'Bestiarium, S.280'
'Lamaran';'Buluga';'Insekten';'Insekten';'k.A.';'z.B. Ameisen, Termiten, Bienen, Wespen, Fliegen, Mücken, Heu- und Fangschrecken, Käfer, Libellen, Schmetterlinge, Ungeziefer und Parasiten';'Bestiarium, S.152 ff.'
'Lamaran';'Buluga';'Jalla';'Antilopen & Gazellen';'Savannen';'k.A.';'Bestiarium, S.41'
'Lamaran';'Buluga';'Kamel';'Pferde & Kamele';'k.A.';'z.B. Dromedar, Trampeltier';'Bestiarium, S.242'
'Lamaran';'Buluga';'Känguruh';'Säugetiere';'grasreiche Savannen';'k.A.';'Heisses Land Buluga, S.83'
'Lamaran';'Buluga';'Killerbiene';'Insekten';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Kobold';'Tiermenschen';'Höhlen';'k.A.';'Bestiarium, S.298'
'Lamaran';'Buluga';'Krall';'Lurche';'Moore, Sümpfe, Marschen';'k.A.';'Bestiarium, S.187'
'Lamaran';'Buluga';'Krankheitsgeister';'Geisterwesen';'k.A.';'k.A.';'Heisses Land Buluga, S.89'
'Lamaran';'Buluga';'Krokodil';'Krokodile';'Flüsse und Seen';'Fluss- und Salzwasserkrokodile';'Bestiarium, S.176'
'Lamaran';'Buluga';'Krosynat';'Naturgeister';'unterirdisch in felsigen Gegenden';'k.A.';'Bestiarium, S.237'
'Lamaran';'Buluga';'Leopard/Jaguar';'Katzen';'Savannen';'k.A.';'Bestiarium, S.169'
'Lamaran';'Buluga';'Lindwurm';'Drachenähnliche';'k.A.';'auch Mondschreier genannt';'Bestiarium, S.67'
'Lamaran';'Buluga';'Löwe';'Katzen';'Steppenwüsten, Savannen und Trockenwälder';'k.A.';'Bestiarium, S.170'
'Lamaran';'Buluga';'Löwenotter';'Schlangen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Makiki';'Menschenähnliche';'Ongawarra';'Kobold';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Mantichora';'Fabelkatzen';'k.A.';'k.A.';'Bestiarium, S.89'
'Lamaran';'Buluga';'Mäuse';'Nagetiere';'k.A.';'k.A.';'Bestiarium, S.222'
'Lamaran';'Buluga';'Minotaur';'Halbmenschen';'Bergländer';'"Stiermensch"';'Bestiarium, S.142'
'Lamaran';'Buluga';'Moa';'Laufvögel';'Ebenen und Hochland';'k.A.';'Bestiarium, S.184'
'Lamaran';'Buluga';'Mwezilea';'Echsen';'Tsetsengi';'auch "Mondschreier" genannt';'Heisses Land Buluga, S.84'
'Lamaran';'Buluga';'Nashorn';'Dickhäuter';'Savannen';'in Buluga als "Einhorn" bekannt';'Bestiarium, S.54'
'Lamaran';'Buluga';'Netzweberin';'Spinnentiere';'feuchte Wälder';'k.A.';'Bestiarium, S.286'
'Lamaran';'Buluga';'niederer Ahnengeist';'Geisterwesen';'k.A.';'auch "Kulukisi" genannt';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Nixenhaar';'Stachelhäuter';'Küsten';'k.A.';'Bestiarium, S.291'
'Lamaran';'Buluga';'Nudisschrecke';'Insekten';'k.A.';'k.A.';'Bestiarium, S.161'
'Lamaran';'Buluga';'Nymphe';'Naturgeister';'unberührte Natur';'Dryaden, Najaden, Neiden und Oreaden';'Bestiarium, S.238'
'Lamaran';'Buluga';'Olikentaur';'Halbmenschen';'Ongawarra';'k.A.';'Heisses Land Buluga, S.84'
'Lamaran';'Buluga';'Opalspinne';'Spinnentiere';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Otter';'Marderartige';'Flüsse, Seen und Meeresküsten';'k.A.';'Bestiarium, S.194'
'Lamaran';'Buluga';'Papagei';'Vögel';'Dschungel und Buschland';'z.B. Oro, Kikiu';'Bestiarium, S.340'
'Lamaran';'Buluga';'Pavian';'Affen';'Savanne, warme Hochländer';'k.A.';'Bestiarium, S.37'
'Lamaran';'Buluga';'Pferd';'Pferde & Kamele';'k.A.';'k.A.';'Bestiarium, S.243'
'Lamaran';'Buluga';'Pony';'Pferde & Kamele';'k.A.';'k.A.';'Bestiarium, S.245'
'Lamaran';'Buluga';'Puffotter';'Schlangen';'Dschungel';'k.A.';'Bestiarium, S.266'
'Lamaran';'Buluga';'Python';'Schlangen';'Baumkronen, Ruinen';'Riesenschlange';'Bestiarium, S.268'
'Lamaran';'Buluga';'Python';'Schlangen';'Wälder';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Quela';'Säugetiere';'Trockenwälder im Osten';'k.A.';'Heisses Land Buluga, S.85'
'Lamaran';'Buluga';'Ratte';'Nagetiere';'k.A.';'k.A.';'Bestiarium, S.224'
'Lamaran';'Buluga';'Regimentkrabbe';'Krustentiere';'Strände';'k.A.';'Bestiarium, S.178'
'Lamaran';'Buluga';'Riesenameise';'Insekten';'k.A.';'k.A.';'Bestiarium, S.162'
'Lamaran';'Buluga';'Riesenassel';'k.A.';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Riesenfrosch';'Lurche';'Sümpfe, Feuchtgebiete';'k.A.';'Bestiarium, S.188'
'Lamaran';'Buluga';'Riesengötteranruferin';'Insekten';'Regenwald';'auch "Kamakira" genannt';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Riesenhecht';'Fische';'Flüsse';'k.A.';'Bestiarium, S.97'
'Lamaran';'Buluga';'Riesenkäfer';'Insekten';'k.A.';'k.A.';'Bestiarium, S.163'
'Lamaran';'Buluga';'Riesenkänguruh';'Säugetiere';'grasreiche Savannen';'k.A.';'Heisses Land Buluga, S.83'
'Lamaran';'Buluga';'Riesenkrabbe';'Krustentiere';'Strände';'k.A.';'Bestiarium, S.179'
'Lamaran';'Buluga';'Riesenkrebs';'Krustentiere';'Küstengewässer, Seen und Flüsse';'k.A.';'Bestiarium, S.179'
'Lamaran';'Buluga';'Riesenlibelle';'Insekten';'Seen';'k.A.';'Bestiarium, S.164'
'Lamaran';'Buluga';'Riesenotter';'Marderartige';'Flüsse, Seen und Meeresküsten';'leben bevorzugt in Zauberwäldern';'Bestiarium, S.194'
'Lamaran';'Buluga';'Riesenratte';'Nagetiere';'Ruinen, Gewölbe, felsige Gelände mit Naturhöhlen';'k.A.';'Bestiarium, S.225'
'Lamaran';'Buluga';'Riesenskorpion';'Spinnentiere';'warme und heisse Trockengebiete';'k.A.';'Bestiarium, S.286'
'Lamaran';'Buluga';'Riesenspinne';'Spinnentiere';'Wälder, Gebirge';'k.A.';'Bestiarium, S.287'
'Lamaran';'Buluga';'Riesenwels';'Fische';'Flüsse';'k.A.';'Bestiarium, S.97'
'Lamaran';'Buluga';'Riesenwurm';'Würmer';'im Boden, nicht in trockenen Gebieten';'k.A.';'Bestiarium, S.368'
'Lamaran';'Buluga';'Riesenzecke';'Spinnentiere';'Wälder und Höhlen';'k.A.';'Bestiarium, S.287'
'Lamaran';'Buluga';'Rind';'Rinder';'k.A.';'z.B. Bulugurind';'Bestiarium, S.253'
'Lamaran';'Buluga';'Rose von Nihavand';'Stachelhäuter';'warme Küstengewässer und Flussmündungen';'k.A.';'Bestiarium, S.292'
'Lamaran';'Buluga';'Ruch';'Greifvögel';'Gebirge';'k.A.';'Bestiarium, S.131'
'Lamaran';'Buluga';'Säbelzahntiger';'Katzen';'Trockenwald und Savanne';'auch "Dendarringa" genannt';'Bestiarium, S.171'
'Lamaran';'Buluga';'Salamander';'Lurche';'k.A.';'Feuer-, Eis- und Luftsalamander';'Bestiarium, S.188'
'Lamaran';'Buluga';'Salzwasserkrokodil';'Krokodile';'Küsten';'k.A.';'Bestiarium, S.177'
'Lamaran';'Buluga';'Schädelaffe';'Affen';'Bergwälder, Waldrand zur Savanne';'k.A.';'Bestiarium, S.37'
'Lamaran';'Buluga';'Schädeltyrann';'Affen';'Bergwälder, Waldrand zur Savanne';'k.A.';'Bestiarium, S.37'
'Lamaran';'Buluga';'Schakal';'Hunde';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Schattenmade';'Insekten';'Orte mit finsterer Aura';'k.A.';'Bestiarium, S.164'
'Lamaran';'Buluga';'Schattenpanther';'Katzen';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Scherenschabe';'Insekten';'k.A.';'k.A.';'Bestiarium, S.166'
'Lamaran';'Buluga';'Schimpanse';'Affen';'Dogon-Bergwälder';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Schlachtross';'Pferde & Kamele';'k.A.';'k.A.';'Bestiarium, S.245'
'Lamaran';'Buluga';'Schlammteufel';'Lurche';'feuchte Wälder, Moore, Sümpfe, Marschen';'k.A.';'Bestiarium, S.190'
'Lamaran';'Buluga';'Schuppentier';'Faultiere';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Schwarze Manga';'Schlangen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Schwarzer Schwan';'Vögel';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Skorpion';'Spinnentiere';'heisse Trockengebiete';'k.A.';'Bestiarium, S.288'
'Lamaran';'Buluga';'Speikobra';'Schlangen';'k.A.';'k.A.';'Bestiarium, S.269'
'Lamaran';'Buluga';'Speikobra';'Schlangen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Speispinne';'Spinnentiere';'nicht zu trockene Gegenden';'k.A.';'Bestiarium, S.289'
'Lamaran';'Buluga';'Sperber';'Greifvögel';'Wälder, Buschland, Felslandschaften';'k.A.';'Bestiarium, S.132'
'Lamaran';'Buluga';'Spießbock';'k.A.';'k.A.';'k.A.';'Heisses Land Buluga, S.78'
'Lamaran';'Buluga';'Springratte';'Säugetiere';'grasreiche Savannen';'auch "Uulakunta" genannt';'Heisses Land Buluga, S.83'
'Lamaran';'Buluga';'Steinassel';'Krustentiere';'Gebirge (unterirdisch)';'k.A.';'Bestiarium, S.180'
'Lamaran';'Buluga';'Strauß';'Laufvögel';'Ebenen und Hochland';'k.A.';'Bestiarium, S.185'
'Lamaran';'Buluga';'Sumpfotter';'Marderartige';'Sümpfe und Moore';'k.A.';'Bestiarium, S.194'
'Lamaran';'Buluga';'Taipanschlange';'Schlangen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Taliswurm';'Würmer';'k.A.';'k.A.';'Bestiarium, S.371'
'Lamaran';'Buluga';'Termite';'Insekten';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Tigerpferd';'Pferde & Kamele';'Steppen, Savannen und Hochländer';'auch "Zebra" genannt';'Bestiarium, S.246'
'Lamaran';'Buluga';'Tupfenbuschkatze';'Katzen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Umbilize Wurm';'Parasiten';'k.A.';'k.A.';'Heisses Land Buluga, S.89'
'Lamaran';'Buluga';'Umflatibeloto';'Dickhäuter';'Sümpfe';'k.A.';'Bestiarium, S.55'
'Lamaran';'Buluga';'Vampirfledermaus';'Fledermäuse';'Wälder, Berge, Ruinen, Höhlen';'k.A.';'Bestiarium, S.104'
'Lamaran';'Buluga';'Verlorene Seele';'Geisterwesen';'k.A.';'k.A.';'Heisses Land Buluga, S.85'
'Lamaran';'Buluga';'Waldrächer';'Naturgeister';'unberührte Wälder';'k.A.';'Bestiarium, S.239'
'Lamaran';'Buluga';'Wallabunya';'Vögel';'baut sein Nest dort, wo der Blitz eingeschlagen hat';'auch "Blitzvogel" genannt';'Heisses Land Buluga, S.85'
'Lamaran';'Buluga';'Waran';'Echsen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Werhyäne';'Werwesen';'k.A.';'k.A.';'Heisses Land Buluga, S.87'
'Lamaran';'Buluga';'Werleopard';'Werwesen';'k.A.';'k.A.';'Bestiarium, S.356'
'Lamaran';'Buluga';'Werlöwe';'Werwesen';'k.A.';'k.A.';'Heisses Land Buluga, S.86'
'Lamaran';'Buluga';'Wolf';'Wölfe';'Berge, lichte Wälder, Grasland';'k.A.';'Bestiarium, S.361'
'Lamaran';'Buluga';'Wolfsspinne';'Spinnentiere';'Wälder und Dschungel';'k.A.';'Bestiarium, S.290'
'Lamaran';'Buluga';'Wüstenfuchs';'Hunde';'k.A.';'auch "Joliba" genannt';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Wüstengeister';'Geisterwesen';'Joliba-Wüste';'auch "Sixh''tana" genannt';'Heisses Land Buluga, S.87'
'Lamaran';'Buluga';'Wüstenratte';'Nagetiere';'Trockengebiete';'k.A.';'Bestiarium, S.226'
'Lamaran';'Buluga';'Zebrageier';'Greifvögel';'k.A.';'k.A.';'Bestiarium, S.131'
'Lamaran';'Buluga';'Zecke';'Spinnentiere';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Zikade';'Insekten';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Zitterrochen';'Rochen';'k.A.';'k.A.';'Heisses Land Buluga, S.79'
'Lamaran';'Buluga';'Zwergdrache';'Drachenähnliche';'Wälder und Gebirgswälder';'k.A.';'Bestiarium, S.70'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Adler';'Greifvögel';'Gebirge, Steilküsten, lichte Wälder, Waldränder';'k.A.';'Bestiarium, S.127'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Ammit';'Götterboten';'auf dem meketischen Weg ins Jenseits';'k.A.';'Die Pyramiden von Eschar, S.76'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Ankh-Imumet';'Untote';'k.A.';'k.A.';'Die Pyramiden von Eschar, S.74'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Basilisk';'Schlangenartige';'trockene Gegenden';'k.A.';'Bestiarium, S.270'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Bergadler';'Greifvögel';'Gebirge';'k.A.';'Bestiarium, S.128'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Berglöwe';'Katzen';'Gebirge';'k.A.';'Bestiarium, S.167'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Bes';'Geisterwesen';'k.A.';'k.A.';'Die Pyramiden von Eschar, S.76'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Blitzfalter';'Insekten';'Höhlen und Kavernen';'k.A.';'Bestiarium, S.156'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Blutegel';'Würmer';'Sümpfe, Teiche, Bachufer und andere flache, ruhige Gewässer';'k.A.';'Bestiarium, S.362'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Blutfalter';'Insekten';'k.A.';'k.A.';'Bestiarium, S.156'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Chimära';'Fabelkatzen';'Hoch- und Bergländer';'k.A.';'Bestiarium, S.87'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Dornenwurm';'Würmer';'k.A.';'zu Land und zu Wasser';'Bestiarium, S.363'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Drachenechse';'Drachenähnliche';'Hochebenen';'k.A.';'Bestiarium, S.65'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Einhörnchen';'Nagetiere';'Bergwälder';'k.A.';'Bestiarium, S.221'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Elster';'Rabenvögel';'überall ausser in Wüste, Steppe und Eisöde';'k.A.';'Bestiarium, S.249'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Erdmännchen';'Schleichkatzen';'Savannen und Steppen';'k.A.';'Bestiarium, S.273'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Esel';'Pferde & Kamele';'Gras- und Hügelländer';'z.B. Maultier, Maulesel';'Bestiarium, S.242'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Falke';'Greifvögel';'k.A.';'k.A.';'Bestiarium, S.129'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Faun';'Naturgeister';'Wald-, Wiesen- und Berglandschaften';'k.A.';'Bestiarium, S.230'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Feenfalter';'Insekten';'k.A.';'bes. in Zauberwäldern';'Bestiarium, S.157'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Felswurm';'Würmer';'in großer Tiefe unter der Erde';'k.A.';'Bestiarium, S.363'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Feuerfliege';'Insekten';'Höhlen (groß und warm)';'k.A.';'Bestiarium, S.158'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Floh';'Insekten';'k.A.';'z.B. Rattenfloh';'Bestiarium, S.159'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Flugechse';'Echsen';'Hochebenen, Hügel und Steilküsten';'k.A.';'Bestiarium, S.73'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Geier';'Greifvögel';'Gebirge, Wüstenränder';'k.A.';'Bestiarium, S.130'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Gigant';'Naturgeister';'Gebirge';'k.A.';'Bestiarium, S.233'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Gorgo';'Halbmenschen';'k.A.';'k.A.';'Bestiarium, S.138'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Greif';'Fabelkatzen';'Gebirge';'k.A.';'Bestiarium, S.88'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Grubenkröte';'Lurche';'Sabildelta';'k.A.';'Bestiarium, S.187'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Harpye';'Halbmenschen';'k.A.';'k.A.';'Bestiarium, S.139'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Hausdrache';'Drachenähnliche';'k.A.';'k.A.';'Bestiarium, S.66'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Hauskatze';'Katzen';'in der Nähe menschlicher Siedlungen';'k.A.';'Bestiarium, S.168'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Hauslöwe';'Katzen';'k.A.';'k.A.';'Bestiarium, S.170'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Hippogriff';'Fabelrösser';'Savannen, Gebirge';'insbes. In den Kafbergen';'Bestiarium, S.93'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Hochrabe';'Rabenvögel';'Gebirge, Felslandschaften';'menschl. Intelligenz, können sprechen';'Bestiarium, S.250'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Höhlenbär';'Bären';'Gebirge und felsige Hochländer';'k.A.';'Bestiarium, S.44'
'Lamaran';'Eschar (Kairawan & Elhaddar)';'Honigdachs';'Marderartige';'Hügel und Berge';'k.A.';'Bestiarium, S.192'
